,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
153580,77079,"Klementina ""Tina"" Maze",Female,26.0,172.0,68.0,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Silver
153583,77079,"Klementina ""Tina"" Maze",Female,30.0,172.0,68.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,Gold
153585,77079,"Klementina ""Tina"" Maze",Female,30.0,172.0,68.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
153708,77139,Agustn Alejandro Mazzilli,Male,27.0,173.0,77.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
153741,77152,Piotr Maachowski,Male,25.0,193.0,130.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,Silver
153743,77152,Piotr Maachowski,Male,33.0,193.0,130.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Silver
153757,77162,Adam Henryk Maysz,Male,24.0,170.0,55.0,Poland,POL,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
153758,77162,Adam Henryk Maysz,Male,24.0,170.0,55.0,Poland,POL,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
153763,77162,Adam Henryk Maysz,Male,32.0,170.0,55.0,Poland,POL,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
153764,77162,Adam Henryk Maysz,Male,32.0,170.0,55.0,Poland,POL,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
153801,77190,Franoise Mbango Etone,Female,28.0,172.0,63.0,Cameroon,CMR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,Gold
153802,77190,Franoise Mbango Etone,Female,32.0,172.0,63.0,Cameroon,CMR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Triple Jump,Gold
153843,77223,Kayla McAlister,Female,27.0,169.0,70.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
153882,77253,Conlin McCabe,Male,21.0,205.0,100.0,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
153928,77276,Shona Clare McCallin,Female,24.0,165.0,69.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
153954,77291,Michael Anthony McCann,Male,26.0,182.0,73.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
153993,77314,Eliza McCartney,Female,19.0,179.0,66.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Bronze
154042,77340,Brett McClure,Male,23.0,167.0,67.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver
154097,77366,Ruaridh Lawson McConnochie,Male,24.0,190.0,93.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
154100,77368,Courtney Lynn McCool,Female,16.0,154.0,43.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver
154111,77373,Alicia McCormack,Female,25.0,167.0,76.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze
154112,77373,Alicia McCormack,Female,29.0,167.0,76.0,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze
154135,77390,Francena Lynette McCorory,Female,23.0,171.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
154136,77390,Francena Lynette McCorory,Female,27.0,171.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
154142,77394,Angel Lajuane McCoughtry,Female,25.0,185.0,70.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
154143,77394,Angel Lajuane McCoughtry,Female,29.0,185.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
154187,77416,"Nicholas Montgomery ""Nick"" McCrory",Male,20.0,178.0,74.0,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Platform,Bronze
154194,77423,Kaarle McCulloch,Female,24.0,168.0,69.0,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Bronze
154262,77452,Beverly McDonald (-Stewart),Female,34.0,169.0,59.0,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
154274,77457,"Deborah ""Debbie"" McDonald",Female,49.0,152.0,49.0,United States,USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
154313,77475,Rusheen McDonald,Male,23.0,175.0,81.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
154375,77500,Marcus McElhenney,Male,27.0,163.0,55.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
154384,77505,Cameron McEvoy,Male,22.0,185.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
154385,77505,Cameron McEvoy,Male,22.0,185.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
154393,77510,Dawn McEwen (Askin-),Female,33.0,162.0,61.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Gold
154402,77516,Lauren McFall,Female,24.0,175.0,58.0,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
154408,77519,Danny D. McFarlane,Male,32.0,183.0,75.0,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,Silver
154445,77534,"Bradley John ""Brad"" McGee",Male,28.0,182.0,72.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver
154446,77534,"Bradley John ""Brad"" McGee",Male,28.0,182.0,72.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
154465,77547,Tyler Tennant McGill,Male,24.0,180.0,78.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
154667,77649,Ashleigh McIvor (-DeMerit),Female,26.0,178.0,66.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Gold
154695,77661,"Michael Scott ""Mike"" McKay",Male,39.0,192.0,91.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
154719,77674,"Edward Daniel ""Ed"" McKeever",Male,28.0,173.0,79.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Gold
154857,77712,"Cameron ""Maxi"" McKenzie-McHarg",Male,28.0,196.0,98.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
154867,77716,Emma McKeon,Female,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Bronze
154868,77716,Emma McKeon,Female,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
154869,77716,Emma McKeon,Female,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
154871,77716,Emma McKeon,Female,22.0,180.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
154882,77721,Taylor McKeown,Female,21.0,178.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
154977,77776,Brianne Lea McLaughlin,Female,22.0,173.0,59.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
154989,77784,Anneisha McLaughlin-Whilby,Female,30.0,170.0,65.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
155009,77797,"Matthew ""Matt"" McLean",Male,24.0,198.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
155025,77809,Sally McLellan-Pearson,Female,21.0,167.0,60.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Silver
155026,77809,Sally McLellan-Pearson,Female,25.0,167.0,60.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Gold
155034,77814,Erin Katrina McLeod,Female,29.0,174.0,73.0,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
155091,77851,Sara McMann,Female,23.0,167.0,62.0,United States,USA,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver
155140,77881,Mark McMorris,Male,20.0,180.0,72.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Slopestyle,Bronze
155240,77930,Holly S. McPeak (-Armato),Female,35.0,170.0,62.0,United States-2,USA,2004 Summer,2004,Summer,Athina,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze
155255,77940,Paige Arielle McPherson,Female,21.0,173.0,65.0,United States,USA,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Welterweight,Bronze
155260,77942,Stephenie Ann McPherson,Female,27.0,173.0,57.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
155273,77950,Tony McQuay,Male,22.0,181.0,72.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
155274,77950,Tony McQuay,Male,26.0,181.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
155283,77955,James McRae,Male,25.0,193.0,93.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze
155284,77955,James McRae,Male,29.0,193.0,93.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
155322,77980,Mhmmdrsul Mcidov,Male,25.0,190.0,91.0,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,Bronze
155384,78005,Anna Maree Devenish Meares,Female,20.0,165.0,70.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Bronze
155385,78005,Anna Maree Devenish Meares,Female,20.0,165.0,70.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Gold
155386,78005,Anna Maree Devenish Meares,Female,24.0,165.0,70.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Sprint,Silver
